Keyword,Difficulty,Position,"Previous position","Position Serp Features","Search vol.","Search intent","SERP features",Competition,CPC,URL,Traffic,"Traffic share","Traffic cost"
dermaco,81,3,5,,90500,"L, C","Reviews, Sitelinks, Video, People also ask, Top Ads, Shopping results, GMB, Related searches",1,0.22,https://www.nykaa.com/brands/the-derma-co/c/16118,3559,0.07,783.17
"lip tint",65,2,1,,40500,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/makeup/lips/lip-stain/c/253,3517,0.07,70.35
"best sunscreen for face",80,3,4,,49500,C,"Reviews, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/skin/sun-care/face-sunscreen/c/8429,3515,0.07,70.3
"fb basic",89,2,,Reviews,47500,"I, N","Reviews, Sitelinks, Video, Related searches",0,0,https://www.nykaa.com/vega-mini-flat-brush/p/3848,3493,0.07,0
croc,78,21,23,,1000000,C,"Reviews, Video, People also ask, Images, Knowledge graph, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/brands/crocs/c/14868,3464,0.07,69.3
"sugar cosmetics",79,3,3,Image,135000,C,"Reviews, Sitelinks, Video, People also ask, Images, Top Ads, Shopping results, Related searches, Image",0.92,0.04,https://www.nykaa.com/brands/sugar/c/2534,3458,0.07,138.34
"neutrogena sunscreen",67,3,2,"Reviews, Image",74000,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/neutrogena-ultrasheer-dry-touch-sunblock-spf-50/p/5997,3442,0.07,103.26
"sheet mask",58,1,1,,27100,C,"Reviews, People also ask, Images, Shopping results, See results about, Related searches, Image",0.99,0.02,https://www.nykaa.com/skin/masks/sheet-masks/c/8401,3437,0.07,68.74
simple,66,4,4,,135000,"L, C","Local pack, Reviews, Video, People also ask, See results about, Related searches",0.02,0.07,https://www.nykaa.com/brands/simple/c/8649,3435,0.07,240.5
vaseline,78,4,6,,135000,C,"Reviews, Sitelinks, Video, Images, Shopping results, See results about, Related searches",0.95,0.02,https://www.nykaa.com/brands/vaseline/c/616,3433,0.07,68.67
"face mask for face",63,4,2,,110000,C,"Reviews, Video, People also ask, Images, Shopping results, Videos Block, Image",0.95,0.02,https://www.nykaa.com/skin/masks/c/8399,3416,0.07,68.33
john's,63,6,6,Image,246000,"L, C","Local pack, Reviews, People also ask, Images, Image",0,0.1,https://www.nykaa.com/brands/john-s/c/20025,3413,0.07,341.36
"how to remove tanning from face",68,3,3,,60500,I,"Featured snippets, Reviews, Video, People also ask, Related searches",0.07,0.01,https://www.nykaa.com/beauty-blog/how-to-remove-tan-using-simple-home-remedies/,3368,0.07,33.68
"simple face wash",72,4,3,"Reviews, Image",74000,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.04,https://www.nykaa.com/simple-kind-to-skin-refreshing-facial-wash/p/11093299,3349,0.07,134
"how to remove sun tan from face",71,3,3,,60500,I,"Featured snippets, Reviews, Video, People also ask, Related searches",0.07,0.01,https://www.nykaa.com/beauty-blog/how-to-remove-tan-using-simple-home-remedies/,3349,0.07,33.49
"mamaearth products",70,3,3,"Reviews, Image",74000,C,"Reviews, Sitelinks, Video, People also ask, Images, Bottom Ads, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/brands/mamaearth/c/4320,3343,0.07,66.88
"nail polish",66,3,4,,74000,C,"Reviews, People also ask, Images, Shopping results, Related searches, Image",0.96,0.01,https://www.nykaa.com/makeup/nails/nail-polish/c/255,3339,0.07,33.39
"face wash for oily skin",62,3,3,,74000,C,"Reviews, People also ask, Images, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/skin-type-collection/best-face-wash-for-oily-skin-online-sale/c/6191,3339,0.07,100.18
"lotion for oily skin",73,3,4,,74000,C,"Reviews, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/dp/fragrance-free-moisturizers-for-oily-skin,3327,0.07,66.55
perfumes,63,9,8,,301000,C,"Reviews, Bottom Ads, Shopping results, Related searches, Image",0.86,0.03,https://www.nykaa.com/fragrance/c/53,3324,0.07,99.75
"hair styling",61,23,18,,1000000,"L, C","Local pack, Reviews, Video, People also ask, Images, Related searches, Image",0.01,0.11,https://www.nykaa.com/hair-care/hair-styling/c/28,3270,0.07,359.76
"face pack for face",70,1,3,,40500,C,"Reviews, Video, People also ask, Images, Shopping results, Image",0.96,0.02,https://www.nykaa.com/skin/masks/face-packs/c/25751,3270,0.07,65.41
"body moisturizer for dry skin",67,2,2,,22200,C,"Reviews, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/bath-body/body-care/body-lotions-moisturizers/c/371,3269,0.07,65.4
"victoria's secret",81,6,7,Image,201000,"L, C","Local pack, Reviews, Video, People also ask, Bottom Ads, Shopping results, See results about, Related searches, Image",0.97,0.05,https://www.nykaa.com/brands/victoria-s-secret/c/704,3212,0.07,160.62
"cetaphil moisturizer",65,5,5,"Reviews, Image",165000,C,"Reviews, Sitelinks, People also ask, Images, Bottom Ads, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/cetaphil-moisturising-cream/p/392484,3192,0.07,95.77
"curlers in hair",88,1,1,,22200,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/hair-care/tools-and-accessories/rollers-curlers/c/363,3191,0.07,63.84
niacinamide,83,5,7,Reviews,110000,C,"Featured snippets, Reviews, People also ask, Knowledge graph, Shopping results, Related searches, Image",0.96,0.02,https://www.nykaa.com/the-ordinary-niacinamide-10percent-zinc-1percent/p/15707745,3179,0.07,63.6
"best sunscreen for dry skin",78,2,2,Image,40500,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/best-sunscreens-online-sale/best-sunscreens-for-dry-skin-online-sale/c/9680,3174,0.07,63.48
"wax strips",75,1,2,,40500,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.99,0.01,https://www.nykaa.com/bath-body/female-grooming/wax-wax-strips/c/25323,3174,0.07,31.74
ordinary,82,2,2,Image,40500,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.93,0.03,https://www.nykaa.com/luxe/brands/the-ordinary/c/23993,3174,0.07,95.23
beardo,84,6,8,Image,165000,C,"Reviews, Sitelinks, Video, People also ask, Knowledge graph, Top Ads, Shopping results, Related searches, Image, Sites",1,0.12,https://www.nykaa.com/brands/beardo/c/2516,3167,0.06,380.15
"makeup pouch",74,2,3,Reviews,40500,C,"Reviews, Video, Images, Bottom Ads, Shopping results, Related searches, Image",1,0.01,https://www.nykaa.com/makeup/tools-brushes/makeup-pouches/c/4037,3151,0.06,31.52
"glycolic acid",86,5,6,"Reviews, Image",110000,C,"Featured snippets, Reviews, Video, People also ask, Knowledge graph, Shopping results, Related searches, Image",0.98,0.01,https://www.nykaa.com/the-ordinary-glycolic-acid-7percent-exfoliating-solution/p/13025179,3071,0.06,30.71
"best foundation",76,2,1,,22200,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.99,0.08,https://www.nykaa.com/makeup/face/face-foundation/c/228,3066,0.06,245.3
"dr sheth sunscreen",58,6,6,Reviews,135000,C,"Reviews, Video, People also ask, Top Ads, Shopping results, Related searches",1,0.07,https://www.nykaa.com/dr-sheth-s-ceramide-vitamin-c-sunscreen/p/12341930,3066,0.06,214.64
stores,74,10,,,823000,"L, C","Local pack, Reviews, Video, People also ask, Images, Related searches, Image",0.01,0.02,https://www.nykaa.com/stores-n-events-msite,3037,0.06,60.75
"nykaa coupon code",68,2,2,,22200,I,"Video, People also ask, Bottom Ads, Related searches",0.3,0.02,https://www.nykaa.com/coupons-offers,3034,0.06,60.7
zivame,86,6,38,Image,201000,C,"Reviews, Sitelinks, Video, People also ask, Images, Knowledge graph, Top Ads, Shopping results, Related searches, Image",0.51,0.06,https://www.nykaa.com/lingerie-online/brands/zivame/c/4197,3023,0.06,181.39
"loreal professional shampoo",63,3,3,,40500,C,"Reviews, Video, Shopping results, Videos Block, Related searches, Image",1,0.04,https://www.nykaa.com/brands/l-oreal-professionnel/c/1251,3022,0.06,120.88
"salicylic acid face wash",62,6,6,Reviews,135000,C,"Reviews, People also ask, Images, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/dp/salicylic-acid-face-wash,3011,0.06,60.23
"dry shampoo",85,2,2,,18100,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/hair-care/hair/dry-shampoo/c/317,3010,0.06,60.2
"heat protection spray",74,2,4,Image,18100,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/dp/heat-protection-spray,3010,0.06,60.2
"ponds cream",69,3,4,,60500,C,"Reviews, Video, People also ask, Images, Bottom Ads, Shopping results, Related searches, Image",0.99,0.06,https://www.nykaa.com/brands/ponds/c/614,3009,0.06,180.58
"victoria secret perfume",75,3,4,,60500,C,"Reviews, Video, People also ask, Images, Bottom Ads, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/brands/victoria-s-secret/c/704,2999,0.06,59.98
cerave,78,3,2,Image,60500,C,"Reviews, Sitelinks, Video, People also ask, Shopping results, Related searches, Image",0.97,0.02,https://www.nykaa.com/brands/cerave/c/55160,2995,0.06,59.9
"just herbs",84,3,4,Image,90500,"L, C","Reviews, Sitelinks, Video, People also ask, Top Ads, Shopping results, GMB, Related searches, Image",0.99,0.03,https://www.nykaa.com/brands/just-herbs/c/990,2994,0.06,89.83
"office bags women",63,3,2,,49500,C,"Reviews, Video, Bottom Ads, Shopping results, Related searches, Image",1,0.01,https://www.nykaa.com/office-bags/c/10193,2992,0.06,29.92
"hair extension",75,3,7,,60500,C,"Reviews, Video, People also ask, Bottom Ads, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/hair-care/tools-and-accessories/hair-extensions/c/2049,2985,0.06,59.7
crocs,79,29,21,,1000000,C,"Reviews, Sitelinks, Video, People also ask, Top Ads, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/brands/crocs/c/14868,2946,0.06,58.93
"haircuts for curly hair",59,1,1,,14800,I,"Video, People also ask, Images, Related searches, Image",0,0.06,https://www.nykaa.com/beauty-blog/inspo-on-curls-best-haircuts-for-curly-hair/,2932,0.06,175.94
"body wash shower gel",59,3,7,,60500,C,"Reviews, Video, People also ask, Images, Bottom Ads, Shopping results, Related searches, Image",1,0.18,https://www.nykaa.com/bath-body/bath-and-shower/shower-gels-body-wash/c/368,2912,0.06,524.28
"haircut styles",55,29,35,,1000000,I,"Reviews, Video, People also ask, Related searches, Image",0.01,0.11,https://www.nykaa.com/beauty-blog/inspo-on-curls-best-haircuts-for-curly-hair/,2881,0.06,316.98
"facial scrub",62,1,1,,33100,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/skin/cleansers/scrubs-exfoliators/c/8381,2874,0.06,57.5
"face serum",59,3,3,Reviews,60500,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.04,https://www.nykaa.com/skin/moisturizers/serums-essence/c/8397,2814,0.06,112.57
"versace perfume",62,3,5,Reviews,60500,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.01,https://www.nykaa.com/luxe/brands/versace/c/1799,2814,0.06,28.14
cetaphil,71,5,5,,165000,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/brands/cetaphil/c/1938,2795,0.06,55.91
"nykaa customer care",72,1,1,"Featured snippets",18100,I,"Featured snippets, Reviews, People also ask, Related searches",0,0,https://www.nykaa.com/policy,2784,0.06,0
"pimple remover",81,1,1,Image,18100,C,"Reviews, People also ask, Images, Shopping results, Related searches, Image",0.97,0.22,https://www.nykaa.com/personal-care-appliances/face-skin-tools/acne-removal/c/44,2779,0.06,611.41
"beauty products",65,1,1,Image,18100,C,"Reviews, People also ask, Images, Shopping results, Related searches, Image",0.78,0.09,https://www.nykaa.com/,2779,0.06,250.12
wishcare,79,2,2,"Reviews, Image",60500,C,"Reviews, Sitelinks, Video, People also ask, Top Ads, Shopping results, See results about, Related searches, Image, Sites",0.99,0.04,https://www.nykaa.com/brands/wishcare/c/6726,2762,0.06,110.51
"body shop",84,3,3,Image,74000,T,"Reviews, Sitelinks, Video, Knowledge graph, Top Ads, Shopping results, Related searches, Image",0.99,0.09,https://www.nykaa.com/brands/the-body-shop/c/943,2736,0.06,246.32
"hair extensions",71,3,3,,60500,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/hair-care/tools-and-accessories/hair-extensions/c/2049,2720,0.06,54.41
"hair mask",58,3,3,,60500,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/hair-care/hair/hair-creams-masks/c/2041,2720,0.06,54.41
"sunscreen for face",80,2,1,,33100,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/skin/sun-care/face-sunscreen/c/8429,2710,0.06,54.21
"peel off mask",68,1,1,,33100,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.98,0.01,https://www.nykaa.com/skin/masks/masks-peels/c/8400,2710,0.06,27.1
cosmetics,72,3,3,Image,60500,"L, C","Local pack, Reviews, People also ask, Shopping results, Related searches, Image",0.12,0.12,https://www.nykaa.com/,2683,0.05,322.03
"derma co sunscreen",69,5,5,"Reviews, Image",90500,C,"Reviews, People also ask, Shopping results, Related searches, Image",1,0.04,https://www.nykaa.com/the-derma-co-1percent-hyaluronic-sunscreen-aqua-gel-spf-50/p/10786853,2679,0.05,107.16
"brown hair color",56,1,2,Image,9900,I,"Reviews, People also ask, Videos Block, Related searches, Image",0.48,0.05,https://www.nykaa.com/editor-s-choice/best-brown-hair-colors-online-sale/c/9798,2616,0.05,130.84
shyaway,93,3,4,Image,90500,C,"Reviews, Sitelinks, Video, Images, Knowledge graph, Top Ads, Shopping results, Related searches, Image",0.99,0.04,https://www.nykaa.com/lingerie-online/brands/shyaway/c/8828,2612,0.05,104.5
"nail polish colors",72,1,2,,18100,C,"Reviews, Video, People also ask, Shopping results, Videos Block, Related searches, Image",0.96,0.01,https://www.nykaa.com/makeup/nails/nail-polish/c/255,2602,0.05,26.02
"kajal for eyes",65,2,2,,18100,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.99,0.05,https://www.nykaa.com/makeup/eyes/kajal/c/687,2602,0.05,130.12
"skin treatment products",60,2,1,Image,33100,C,"Reviews, Video, People also ask, Shopping results, Image",0.98,0.16,https://www.nykaa.com/skin/c/8377,2597,0.05,415.62
"primer makeup",55,1,1,Reviews,33100,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.98,0.02,https://www.nykaa.com/makeup/face/face-primer/c/233,2594,0.05,51.88
"facial cleanser",60,1,1,,18100,C,"Reviews, Video, People also ask, Knowledge graph, Shopping results, Related searches, Image",0.99,0.04,https://www.nykaa.com/skin/cleansers/cleanser/c/8380,2549,0.05,101.98
"nykaa customer care number",73,1,1,"Knowledge card",18100,I,"Reviews, People also ask, Knowledge graph, Knowledge card, Related searches",0,0.19,https://www.nykaa.com/nykaa-network/beauty-procedures-trending-now/answered,2487,0.05,472.71
"cleansing oil",49,2,2,,14800,C,"Reviews, Video, People also ask, Shopping results, Recipes, Videos Block, Related searches, Image",1,0.03,https://www.nykaa.com/skin/cleansers/cleansing-oils-balm/c/25745,2484,0.05,74.54
"lipstick shades",59,3,5,Reviews,74000,C,"Reviews, People also ask, Images, Shopping results, Related searches, Image",0.97,0.01,https://www.nykaa.com/makeup/lips/lipstick/c/249,2477,0.05,24.78
"facewash for oily skin",64,4,1,,74000,C,"Reviews, People also ask, Images, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/skin-type-collection/best-face-wash-for-oily-skin-online-sale/c/6191,2473,0.05,74.22
"moisturizer oily skin",68,4,4,,74000,C,"Reviews, People also ask, Images, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/dp/fragrance-free-moisturizers-for-oily-skin,2470,0.05,49.4
"oil free moisturizer",59,2,2,Image,14800,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/dp/oil-free-face-moisturizers,2461,0.05,49.23
"best skincare products",72,1,1,Image,14800,C,"Video, People also ask, Shopping results, Related searches, Image",1,0.15,https://www.nykaa.com/skin/c/8377,2461,0.05,369.16
shampoo,58,6,9,,110000,C,"Reviews, People also ask, Images, Shopping results, Related searches, Image",0.99,0.04,https://www.nykaa.com/hair-care/hair/shampoo/c/316,2453,0.05,98.16
"dr sheths",80,3,3,Image,60500,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, See results about, Related searches, Image",1,0.19,https://www.nykaa.com/brands/dr-sheth-s/c/6123,2442,0.05,464
mymuse,85,4,4,,60500,C,"Reviews, Video, People also ask, Top Ads, Shopping results, See results about, Related searches",1,0.17,https://www.nykaa.com/brands/mymuse/c/29917,2416,0.05,410.87
"minimalist sunscreen",70,4,4,"Reviews, Image",60500,C,"Reviews, People also ask, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/minimalist-multi-vitamin-spf-50-pa-sunscreen-for-complete-sun-protection/p/2812174,2411,0.05,48.23
toner,68,2,4,,49500,C,"Featured snippets, Reviews, People also ask, Knowledge graph, Shopping results, Related searches, Image",0.97,0.02,https://www.nykaa.com/skin/toners-mists/c/8391,2403,0.05,48.08
